State	Year	Election Type	County	Office	Candidate	Party	Votes
Colorado	2014	P	Rio Blanco	State Board Of Education - District 3	Henry C. Roman	Democratic Party	81
Colorado	2014	P	Rio Grande	State Board Of Education - District 3	Henry C. Roman	Democratic Party	624
Colorado	2014	P	Routt	State Board Of Education - District 3	Henry C. Roman	Democratic Party	698
Colorado	2014	P	Saguache	State Board Of Education - District 3	Henry C. Roman	Democratic Party	413
Colorado	2014	P	San Juan	State Board Of Education - District 3	Henry C. Roman	Democratic Party	36
Colorado	2014	P	San Miguel	State Board Of Education - District 3	Henry C. Roman	Democratic Party	249
Colorado	2014	P	Alamosa	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	403
Colorado	2014	P	Archuleta	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	795
Colorado	2014	P	Conejos	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	321
Colorado	2014	P	Costilla	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	61
Colorado	2014	P	Custer	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	515
Colorado	2014	P	Delta	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	"1,592"
Colorado	2014	P	Dolores	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	139
Colorado	2014	P	Eagle	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	618
Colorado	2014	P	Garfield	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	"1,250"
Colorado	2014	P	Gunnison	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	264
Colorado	2014	P	Hinsdale	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	44
Colorado	2014	P	Huerfano	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	207
Colorado	2014	P	Jackson	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	132
Colorado	2014	P	La Plata	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	"1,196"
Colorado	2014	P	Lake	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	115
Colorado	2014	P	Mesa	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	"5,867"
Colorado	2014	P	Mineral	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	38
Colorado	2014	P	Moffat	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	802
Colorado	2014	P	Montezuma	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	"1,539"
Colorado	2014	P	Montrose	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	"2,000"
Colorado	2014	P	Ouray	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	226
Colorado	2014	P	Pitkin	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	176
Colorado	2014	P	Pueblo	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	"4,323"
Colorado	2014	P	Rio Blanco	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	553
Colorado	2014	P	Rio Grande	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	590
Colorado	2014	P	Routt	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	503
Colorado	2014	P	Saguache	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	158
Colorado	2014	P	San Juan	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	13
Colorado	2014	P	San Miguel	State Board Of Education - District 3	Barbara Ann Smith	Republican Party	104
Colorado	2014	P	Alamosa	State Board Of Education - District 3	Marcia Neal	Republican Party	312
Colorado	2014	P	Archuleta	State Board Of Education - District 3	Marcia Neal	Republican Party	665
Colorado	2014	P	Conejos	State Board Of Education - District 3	Marcia Neal	Republican Party	199
Colorado	2014	P	Costilla	State Board Of Education - District 3	Marcia Neal	Republican Party	51
Colorado	2014	P	Custer	State Board Of Education - District 3	Marcia Neal	Republican Party	474
Colorado	2014	P	Delta	State Board Of Education - District 3	Marcia Neal	Republican Party	"1,635"
Colorado	2014	P	Dolores	State Board Of Education - District 3	Marcia Neal	Republican Party	77
Colorado	2014	P	Eagle	State Board Of Education - District 3	Marcia Neal	Republican Party	662
Colorado	2014	P	Garfield	State Board Of Education - District 3	Marcia Neal	Republican Party	"1,289"
Colorado	2014	P	Gunnison	State Board Of Education - District 3	Marcia Neal	Republican Party	370
Colorado	2014	P	Hinsdale	State Board Of Education - District 3	Marcia Neal	Republican Party	94
Colorado	2014	P	Huerfano	State Board Of Education - District 3	Marcia Neal	Republican Party	260
Colorado	2014	P	Jackson	State Board Of Education - District 3	Marcia Neal	Republican Party	128
Colorado	2014	P	La Plata	State Board Of Education - District 3	Marcia Neal	Republican Party	"1,521"
Colorado	2014	P	Lake	State Board Of Education - District 3	Marcia Neal	Republican Party	99
Colorado	2014	P	Mesa	State Board Of Education - District 3	Marcia Neal	Republican Party	"8,340"
Colorado	2014	P	Mineral	State Board Of Education - District 3	Marcia Neal	Republican Party	37
Colorado	2014	P	Moffat	State Board Of Education - District 3	Marcia Neal	Republican Party	715
Colorado	2014	P	Montezuma	State Board Of Education - District 3	Marcia Neal	Republican Party	"1,422"
Colorado	2014	P	Montrose	State Board Of Education - District 3	Marcia Neal	Republican Party	"2,017"
Colorado	2014	P	Ouray	State Board Of Education - District 3	Marcia Neal	Republican Party	213
Colorado	2014	P	Pitkin	State Board Of Education - District 3	Marcia Neal	Republican Party	205
Colorado	2014	P	Pueblo	State Board Of Education - District 3	Marcia Neal	Republican Party	"3,635"
Colorado	2014	P	Rio Blanco	State Board Of Education - District 3	Marcia Neal	Republican Party	546
Colorado	2014	P	Rio Grande	State Board Of Education - District 3	Marcia Neal	Republican Party	516
Colorado	2014	P	Routt	State Board Of Education - District 3	Marcia Neal	Republican Party	599
Colorado	2014	P	Saguache	State Board Of Education - District 3	Marcia Neal	Republican Party	147
Colorado	2014	P	San Juan	State Board Of Education - District 3	Marcia Neal	Republican Party	14
Colorado	2014	P	San Miguel	State Board Of Education - District 3	Marcia Neal	Republican Party	85
Colorado	2014	P	Adams	State Board Of Education - District 7	Jane Goff	Democratic Party	"11,266"
Colorado	2014	P	Jefferson	State Board Of Education - District 7	Jane Goff	Democratic Party	"17,646"
Colorado	2014	P	Adams	State Board Of Education - District 7	Laura Boggs	Republican Party	"10,264"
Colorado	2014	P	Jefferson	State Board Of Education - District 7	Laura Boggs	Republican Party	"23,891"
Colorado	2014	P	Denver	State Representative - District 1	Susan Lontine	Democratic Party	"2,991"
Colorado	2014	P	Jefferson	State Representative - District 1	Susan Lontine	Democratic Party	11
Colorado	2014	P	Denver	State Representative - District 1	Raymond Garcia	Republican Party	"2,273"
Colorado	2014	P	Jefferson	State Representative - District 1	Raymond Garcia	Republican Party	34
Colorado	2014	P	Boulder	State Representative - District 10	Dickey Lee Hullinghorst	Democratic Party	"5,260"
Colorado	2014	P	Boulder	State Representative - District 11	Jonathan Singer	Democratic Party	"4,510"
Colorado	2014	P	Boulder	State Representative - District 11	Charlie Plagainos	Republican Party	"4,460"
Colorado	2014	P	Boulder	State Representative - District 12	Mike Foote	Democratic Party	"5,146"
Colorado	2014	P	Boulder	State Representative - District 13	KC Becker	Democratic Party	"3,770"
Colorado	2014	P	Clear Creek	State Representative - District 13	KC Becker	Democratic Party	506
Colorado	2014	P	Gilpin	State Representative - District 13	KC Becker	Democratic Party	252
Colorado	2014	P	Grand	State Representative - District 13	KC Becker	Democratic Party	458
Colorado	2014	P	Jackson	State Representative - District 13	KC Becker	Democratic Party	36
Colorado	2014	P	Boulder	State Representative - District 13	Michael James Hocevar	Republican Party	890
Colorado	2014	P	Clear Creek	State Representative - District 13	Michael James Hocevar	Republican Party	599
Colorado	2014	P	Gilpin	State Representative - District 13	Michael James Hocevar	Republican Party	405
Colorado	2014	P	Grand	State Representative - District 13	Michael James Hocevar	Republican Party	"1,353"
Colorado	2014	P	Jackson	State Representative - District 13	Michael James Hocevar	Republican Party	240
Colorado	2014	P	El Paso	State Representative - District 14	Glenn Carlson	Democratic Party	"1,377"
Colorado	2014	P	El Paso	State Representative - District 14	Dan Nordberg	Republican Party	"7,889"
Colorado	2014	P	El Paso	State Representative - District 15	Lois A. Fornander	Democratic Party	"1,359"
Colorado	2014	P	El Paso	State Representative - District 15	Dave Williams	Republican Party	"3,133"
Colorado	2014	P	El Paso	State Representative - District 15	Gordon Klingenschmitt	Republican Party	"3,483"
Colorado	2014	P	El Paso	State Representative - District 16	Ryan Macoubrie	Democratic Party	"2,059"
Colorado	2014	P	El Paso	State Representative - District 16	Janak Joshi	Republican Party	"7,307"
Colorado	2014	P	El Paso	State Representative - District 17	"Thomas ""Tony"" Exum Sr."	Democratic Party	"1,548"
Colorado	2014	P	El Paso	State Representative - District 17	Kit Roupe	Republican Party	"2,441"
Colorado	2014	P	El Paso	State Representative - District 18	Pete Lee	Democratic Party	"3,141"
Colorado	2014	P	El Paso	State Representative - District 18	Michael Schlierf	Republican Party	"4,528"
Colorado	2014	P	El Paso	State Representative - District 19	Paul Lundeen	Republican Party	"10,345"
Colorado	2014	P	Denver	State Representative - District 2	Alec Garnett	Democratic Party	"3,478"
Colorado	2014	P	Denver	State Representative - District 2	Owen Perkins	Democratic Party	"2,684"
Colorado	2014	P	Denver	State Representative - District 2	Jon Roberts	Republican Party	"2,079"
Colorado	2014	P	El Paso	State Representative - District 20	Dan Stanforth	Republican Party	"2,140"
Colorado	2014	P	El Paso	State Representative - District 20	Kristen Selzer	Republican Party	"1,075"
Colorado	2014	P	El Paso	State Representative - District 20	Miles Dewhirst	Republican Party	"3,443"
Colorado	2014	P	El Paso	State Representative - District 20	Terri Carver	Republican Party	"3,956"
Colorado	2014	P	El Paso	State Representative - District 21	Lois Landgraf	Republican Party	"3,400"
Colorado	2014	P	Jefferson	State Representative - District 22	Mary K. Parker	Democratic Party	"2,789"
Colorado	2014	P	Jefferson	State Representative - District 22	Justin Everett	Republican Party	"5,433"
Colorado	2014	P	Jefferson	State Representative - District 22	Loren Bauman	Republican Party	"2,233"
Colorado	2014	P	Jefferson	State Representative - District 23	Max Tyler	Democratic Party	"3,479"
Colorado	2014	P	Jefferson	State Representative - District 23	Jane Barnes	Republican Party	"4,517"
Colorado	2014	P	Jefferson	State Representative - District 24	Jessie Danielson	Democratic Party	"2,797"
Colorado	2014	P	Jefferson	State Representative - District 24	Kristian Teegardin	Democratic Party	"2,175"
Colorado	2014	P	Jefferson	State Representative - District 24	Joseph DeMott	Republican Party	"4,415"
Colorado	2014	P	Jefferson	State Representative - District 25	Janet Doyle	Democratic Party	"3,304"
Colorado	2014	P	Jefferson	State Representative - District 25	Jon Keyser	Republican Party	"6,671"
Colorado	2014	P	Eagle	State Representative - District 26	Diane Mitsch Bush	Democratic Party	"1,293"
Colorado	2014	P	Routt	State Representative - District 26	Diane Mitsch Bush	Democratic Party	824
Colorado	2014	P	Eagle	State Representative - District 26	Chuck McConnell	Republican Party	"1,044"
Colorado	2014	P	Routt	State Representative - District 26	Chuck McConnell	Republican Party	918
Colorado	2014	P	Eagle	State Representative - District 26	Dave Moloney	Republican Party	721
Colorado	2014	P	Routt	State Representative - District 26	Dave Moloney	Republican Party	597
Colorado	2014	P	Jefferson	State Representative - District 27	Wade Michael Norris	Democratic Party	"3,535"
Colorado	2014	P	Jefferson	State Representative - District 27	Libby Szabo	Republican Party	"6,998"
Colorado	2014	P	Jefferson	State Representative - District 28	Brittany Pettersen	Democratic Party	"3,042"
Colorado	2014	P	Jefferson	State Representative - District 28	Stacia Kuhn	Republican Party	"4,038"
Colorado	2014	P	Jefferson	State Representative - District 29	Tracy Kraft-Tharp	Democratic Party	"3,021"
Colorado	2014	P	Arapahoe	State Representative - District 3	Daniel Kagan	Democratic Party	"2,964"
Colorado	2014	P	Arapahoe	State Representative - District 3	Candice Benge	Republican Party	"4,695"
Colorado	2014	P	Adams	State Representative - District 30	Jenise May	Democratic Party	"1,904"
Colorado	2014	P	Adams	State Representative - District 30	JoAnn Windholz	Republican Party	"2,119"
Colorado	2014	P	Adams	State Representative - District 31	Joseph A. Salazar	Democratic Party	"2,585"
Colorado	2014	P	Adams	State Representative - District 31	"Carol ""Jody"" Beckler"	Republican Party	"2,552"
Colorado	2014	P	Adams	State Representative - District 32	Dominick Moreno	Democratic Party	"2,472"
Colorado	2014	P	Adams	State Representative - District 32	Edgar Antillon	Republican Party	"1,355"
Colorado	2014	P	Boulder	State Representative - District 33	Dianne Primavera	Democratic Party	897
Colorado	2014	P	Broomfield	State Representative - District 33	Dianne Primavera	Democratic Party	"2,689"
Colorado	2014	P	Boulder	State Representative - District 33	Marijo Tinlin	Republican Party	856
Colorado	2014	P	Broomfield	State Representative - District 33	Marijo Tinlin	Republican Party	"4,034"
Colorado	2014	P	Adams	State Representative - District 34	Steve Lebsock	Democratic Party	"2,629"
Colorado	2014	P	Adams	State Representative - District 34	"Alexander ""Skinny"" Winkler"	Republican Party	"2,436"
Colorado	2014	P	Adams	State Representative - District 35	Faith Winter	Democratic Party	"3,380"
Colorado	2014	P	Adams	State Representative - District 35	Mike Melvin	Republican Party	"3,437"
Colorado	2014	P	Arapahoe	State Representative - District 36	Su Ryden	Democratic Party	"2,216"
Colorado	2014	P	Arapahoe	State Representative - District 36	Richard J. Bowman	Republican Party	"2,842"
Colorado	2014	P	Arapahoe	State Representative - District 37	Nancy Cronk	Democratic Party	"2,547"
Colorado	2014	P	Arapahoe	State Representative - District 37	Jack Tate	Republican Party	"4,377"
Colorado	2014	P	Arapahoe	State Representative - District 37	Michael Fields	Republican Party	"2,285"
Colorado	2014	P	Arapahoe	State Representative - District 38	Robert Bowen	Democratic Party	"3,738"
Colorado	2014	P	Arapahoe	State Representative - District 38	Kathleen Conti	Republican Party	"8,563"
Colorado	2014	P	Douglas	State Representative - District 39	James Clark Huff	Democratic Party	"1,536"
Colorado	2014	P	Teller	State Representative - District 39	James Clark Huff	Democratic Party	679
Colorado	2014	P	Douglas	State Representative - District 39	Polly Lawrence	Republican Party	"6,272"
Colorado	2014	P	Teller	State Representative - District 39	Polly Lawrence	Republican Party	"2,801"
Colorado	2014	P	Denver	State Representative - District 4	Dan Pabon	Democratic Party	"4,045"
Colorado	2014	P	Denver	State Representative - District 4	David W. Dobson	Republican Party	"1,092"
Colorado	2014	P	Arapahoe	State Representative - District 40	John Buckner	Democratic Party	"2,534"
Colorado	2014	P	Arapahoe	State Representative - District 40	JulieMarie A. Shepherd	Republican Party	"3,529"
Colorado	2014	P	Arapahoe	State Representative - District 41	Jovan Melton	Democratic Party	"3,365"
Colorado	2014	P	Arapahoe	State Representative - District 42	Rhonda Fields	Democratic Party	"2,165"
Colorado	2014	P	Arapahoe	State Representative - District 42	Mike Donald	Republican Party	"1,655"
Colorado	2014	P	Douglas	State Representative - District 43	Henry M. Barlow	Democratic Party	"2,453"
Colorado	2014	P	Douglas	State Representative - District 43	Kevin M. Van Winkle	Republican Party	"6,615"
Colorado	2014	P	Douglas	State Representative - District 44	Karen Jae Smith	Democratic Party	"1,776"
Colorado	2014	P	Douglas	State Representative - District 44	Jack Hilbert	Republican Party	"6,202"
Colorado	2014	P	Douglas	State Representative - District 45	Brandon W. Wicks	Democratic Party	"2,117"
Colorado	2014	P	Douglas	State Representative - District 45	Patrick Neville	Republican Party	"8,486"
Colorado	2014	P	Pueblo	State Representative - District 46	Daneya Esgar	Democratic Party	"5,349"
Colorado	2014	P	Pueblo	State Representative - District 46	Alexander Lucero-Mugatu	Republican Party	879
Colorado	2014	P	Pueblo	State Representative - District 46	Brian Mater	Republican Party	"3,852"
Colorado	2014	P	Fremont	State Representative - District 47	"Lucretia ""Robbie"" Robinson"	Democratic Party	123
Colorado	2014	P	Otero	State Representative - District 47	"Lucretia ""Robbie"" Robinson"	Democratic Party	534
Colorado	2014	P	Pueblo	State Representative - District 47	"Lucretia ""Robbie"" Robinson"	Democratic Party	"2,101"
Colorado	2014	P	Fremont	State Representative - District 47	Terrance J. Hestand	Democratic Party	70
Colorado	2014	P	Otero	State Representative - District 47	Terrance J. Hestand	Democratic Party	310
Colorado	2014	P	Pueblo	State Representative - District 47	Terrance J. Hestand	Democratic Party	878
Colorado	2014	P	Fremont	State Representative - District 47	Clarice Navarro	Republican Party	744
Colorado	2014	P	Otero	State Representative - District 47	Clarice Navarro	Republican Party	"1,494"
Colorado	2014	P	Pueblo	State Representative - District 47	Clarice Navarro	Republican Party	"3,144"
Colorado	2014	P	Weld	State Representative - District 48	Steve Humphrey	Republican Party	"8,213"
Colorado	2014	P	Larimer	State Representative - District 49	Perry L. Buck	Republican Party	"6,516"
Colorado	2014	P	Weld	State Representative - District 49	Perry L. Buck	Republican Party	"1,774"
Colorado	2014	P	Denver	State Representative - District 5	Crisanta Duran	Democratic Party	"2,941"
Colorado	2014	P	Denver	State Representative - District 5	Ronnie Nelson	Republican Party	901
Colorado	2014	P	Weld	State Representative - District 50	Dave Young	Democratic Party	"1,754"
Colorado	2014	P	Weld	State Representative - District 50	Isaia Aricayos	Republican Party	"2,914"
Colorado	2014	P	Larimer	State Representative - District 51	Brian DelGrosso	Republican Party	"8,602"
Colorado	2014	P	Larimer	State Representative - District 52	Joann Ginal	Democratic Party	"3,498"
Colorado	2014	P	Larimer	State Representative - District 52	Donna Walter	Republican Party	"4,440"
Colorado	2014	P	Larimer	State Representative - District 53	Jeni Arndt	Democratic Party	"2,627"
Colorado	2014	P	Larimer	State Representative - District 53	Tim Bessler	Republican Party	"2,931"
Colorado	2014	P	Delta	State Representative - District 54	Brad Webb	Democratic Party	221
Colorado	2014	P	Mesa	State Representative - District 54	Brad Webb	Democratic Party	"1,669"
Colorado	2014	P	Delta	State Representative - District 54	Yeulin Willett	Republican Party	989
Colorado	2014	P	Mesa	State Representative - District 54	Yeulin Willett	Republican Party	"5,878"
Colorado	2014	P	Mesa	State Representative - District 55	Chris Kennedy	Democratic Party	"2,605"
Colorado	2014	P	Mesa	State Representative - District 55	Dan Thurlow	Republican Party	"4,900"
Colorado	2014	P	Mesa	State Representative - District 55	Steven Acquafresca	Republican Party	"3,620"
Colorado	2014	P	Adams	State Representative - District 56	Vicki A. Snider	Democratic Party	"1,764"
Colorado	2014	P	Arapahoe	State Representative - District 56	Vicki A. Snider	Democratic Party	883
Colorado	2014	P	Adams	State Representative - District 56	Kevin Priola	Republican Party	"3,253"
Colorado	2014	P	Arapahoe	State Representative - District 56	Kevin Priola	Republican Party	"2,641"
Colorado	2014	P	Garfield	State Representative - District 57	Bob Rankin	Republican Party	"2,662"
Colorado	2014	P	Moffat	State Representative - District 57	Bob Rankin	Republican Party	"1,529"
Colorado	2014	P	Rio Blanco	State Representative - District 57	Bob Rankin	Republican Party	"1,105"
Colorado	2014	P	Dolores	State Representative - District 58	Don Coram	Republican Party	192
Colorado	2014	P	Montezuma	State Representative - District 58	Don Coram	Republican Party	"2,944"
Colorado	2014	P	Montrose	State Representative - District 58	Don Coram	Republican Party	"4,202"
Colorado	2014	P	San Miguel	State Representative - District 58	Don Coram	Republican Party	183
Colorado	2014	P	Archuleta	State Representative - District 59	Mike McLachlan	Democratic Party	453
Colorado	2014	P	Gunnison	State Representative - District 59	Mike McLachlan	Democratic Party	298
Colorado	2014	P	Hinsdale	State Representative - District 59	Mike McLachlan	Democratic Party	29
Colorado	2014	P	La Plata	State Representative - District 59	Mike McLachlan	Democratic Party	"2,227"
Colorado	2014	P	Ouray	State Representative - District 59	Mike McLachlan	Democratic Party	267
Colorado	2014	P	San Juan	State Representative - District 59	Mike McLachlan	Democratic Party	39
Colorado	2014	P	Archuleta	State Representative - District 59	J. Paul Brown	Republican Party	"1,679"
Colorado	2014	P	Gunnison	State Representative - District 59	J. Paul Brown	Republican Party	364
Colorado	2014	P	Hinsdale	State Representative - District 59	J. Paul Brown	Republican Party	163
Colorado	2014	P	La Plata	State Representative - District 59	J. Paul Brown	Republican Party	"3,019"
Colorado	2014	P	Ouray	State Representative - District 59	J. Paul Brown	Republican Party	458
Colorado	2014	P	San Juan	State Representative - District 59	J. Paul Brown	Republican Party	25
Colorado	2014	P	Denver	State Representative - District 6	Lois Court	Democratic Party	"6,448"
Colorado	2014	P	Denver	State Representative - District 6	Jeff Krump	Republican Party	"3,259"
Colorado	2014	P	Chaffee	State Representative - District 60	"James D. ""Jim"" Wilson"	Republican Party	"1,865"
Colorado	2014	P	Custer	State Representative - District 60	"James D. ""Jim"" Wilson"	Republican Party	"1,081"
Colorado	2014	P	Fremont	State Representative - District 60	"James D. ""Jim"" Wilson"	Republican Party	"3,853"
Colorado	2014	P	Park	State Representative - District 60	"James D. ""Jim"" Wilson"	Republican Party	"1,910"
Colorado	2014	P	Delta	State Representative - District 61	Millie Hamner	Democratic Party	629
Colorado	2014	P	Gunnison	State Representative - District 61	Millie Hamner	Democratic Party	343
Colorado	2014	P	Lake	State Representative - District 61	Millie Hamner	Democratic Party	515
Colorado	2014	P	Pitkin	State Representative - District 61	Millie Hamner	Democratic Party	722
Colorado	2014	P	Summit	State Representative - District 61	Millie Hamner	Democratic Party	904
Colorado	2014	P	Delta	State Representative - District 61	Debra Irvine	Republican Party	"2,059"
Colorado	2014	P	Gunnison	State Representative - District 61	Debra Irvine	Republican Party	256
Colorado	2014	P	Lake	State Representative - District 61	Debra Irvine	Republican Party	234
Colorado	2014	P	Pitkin	State Representative - District 61	Debra Irvine	Republican Party	414
Colorado	2014	P	Summit	State Representative - District 61	Debra Irvine	Republican Party	990
Colorado	2014	P	Alamosa	State Representative - District 62	Ed Vigil	Democratic Party	769
Colorado	2014	P	Conejos	State Representative - District 62	Ed Vigil	Democratic Party	838
Colorado	2014	P	Costilla	State Representative - District 62	Ed Vigil	Democratic Party	839
Colorado	2014	P	Huerfano	State Representative - District 62	Ed Vigil	Democratic Party	839
Colorado	2014	P	Mineral	State Representative - District 62	Ed Vigil	Democratic Party	94
Colorado	2014	P	Pueblo	State Representative - District 62	Ed Vigil	Democratic Party	"1,621"
Colorado	2014	P	Rio Grande	State Representative - District 62	Ed Vigil	Democratic Party	680
Colorado	2014	P	Saguache	State Representative - District 62	Ed Vigil	Democratic Party	461
Colorado	2014	P	Alamosa	State Representative - District 62	Marcy Freeburg	Republican Party	684
Colorado	2014	P	Conejos	State Representative - District 62	Marcy Freeburg	Republican Party	476
Colorado	2014	P	Costilla	State Representative - District 62	Marcy Freeburg	Republican Party	120
Colorado	2014	P	Huerfano	State Representative - District 62	Marcy Freeburg	Republican Party	456
Colorado	2014	P	Mineral	State Representative - District 62	Marcy Freeburg	Republican Party	77
Colorado	2014	P	Pueblo	State Representative - District 62	Marcy Freeburg	Republican Party	657
Colorado	2014	P	Rio Grande	State Representative - District 62	Marcy Freeburg	Republican Party	"1,086"
Colorado	2014	P	Saguache	State Representative - District 62	Marcy Freeburg	Republican Party	288
Colorado	2014	P	Weld	State Representative - District 63	Dustin Urban	Democratic Party	"1,854"
Colorado	2014	P	Weld	State Representative - District 63	Bruce Sparrow	Republican Party	"2,134"
Colorado	2014	P	Weld	State Representative - District 63	Lori Saine	Republican Party	"4,108"
Colorado	2014	P	Baca	State Representative - District 64	Timothy Dore	Republican Party	486
Colorado	2014	P	Bent	State Representative - District 64	Timothy Dore	Republican Party	428
Colorado	2014	P	Crowley	State Representative - District 64	Timothy Dore	Republican Party	471
Colorado	2014	P	Elbert	State Representative - District 64	Timothy Dore	Republican Party	"3,368"
Colorado	2014	P	Kiowa	State Representative - District 64	Timothy Dore	Republican Party	214
Colorado	2014	P	Las Animas	State Representative - District 64	Timothy Dore	Republican Party	660
Colorado	2014	P	Lincoln	State Representative - District 64	Timothy Dore	Republican Party	709
Colorado	2014	P	Prowers	State Representative - District 64	Timothy Dore	Republican Party	"1,215"
Colorado	2014	P	Washington	State Representative - District 64	Timothy Dore	Republican Party	"1,170"
Colorado	2014	P	Cheyenne	State Representative - District 65	Jon Becker	Republican Party	359
Colorado	2014	P	Kit Carson	State Representative - District 65	Jon Becker	Republican Party	"1,099"
Colorado	2014	P	Logan	State Representative - District 65	Jon Becker	Republican Party	"2,016"
Colorado	2014	P	Morgan	State Representative - District 65	Jon Becker	Republican Party	"2,485"
Colorado	2014	P	Phillips	State Representative - District 65	Jon Becker	Republican Party	532
Colorado	2014	P	Sedgwick	State Representative - District 65	Jon Becker	Republican Party	428
Colorado	2014	P	Yuma	State Representative - District 65	Jon Becker	Republican Party	"1,543"
Colorado	2014	P	Denver	State Representative - District 7	Angela Williams	Democratic Party	"4,042"
Colorado	2014	P	Denver	State Representative - District 7	Jason DeBerry	Republican Party	803
Colorado	2014	P	Denver	State Representative - District 8	Beth McCann	Democratic Party	"6,881"
Colorado	2014	P	Denver	State Representative - District 8	Jeffery Washington	Republican Party	"1,045"
Colorado	2014	P	Arapahoe	State Representative - District 9	Paul Rosenthal	Democratic Party	305
Colorado	2014	P	Denver	State Representative - District 9	Paul Rosenthal	Democratic Party	"4,416"
Colorado	2014	P	Arapahoe	State Representative - District 9	Celeste R. Gamache	Republican Party	202
Colorado	2014	P	Denver	State Representative - District 9	Celeste R. Gamache	Republican Party	"3,186"
Colorado	2014	P	Cheyenne	State Senate - District 1	Doug Aden	American Constitution Party	0
Colorado	2014	P	Elbert	State Senate - District 1	Doug Aden	American Constitution Party	8
Colorado	2014	P	Kit Carson	State Senate - District 1	Doug Aden	American Constitution Party	1
Colorado	2014	P	Lincoln	State Senate - District 1	Doug Aden	American Constitution Party	0
Colorado	2014	P	Logan	State Senate - District 1	Doug Aden	American Constitution Party	4
Colorado	2014	P	Morgan	State Senate - District 1	Doug Aden	American Constitution Party	5
Colorado	2014	P	Phillips	State Senate - District 1	Doug Aden	American Constitution Party	0
Colorado	2014	P	Sedgwick	State Senate - District 1	Doug Aden	American Constitution Party	0
Colorado	2014	P	Washington	State Senate - District 1	Doug Aden	American Constitution Party	2
Colorado	2014	P	Weld	State Senate - District 1	Doug Aden	American Constitution Party	20
Colorado	2014	P	Yuma	State Senate - District 1	Doug Aden	American Constitution Party	3
Colorado	2014	P	Cheyenne	State Senate - District 1	Jerry Sonnenberg	Republican Party	375
Colorado	2014	P	Elbert	State Senate - District 1	Jerry Sonnenberg	Republican Party	"3,344"
Colorado	2014	P	Kit Carson	State Senate - District 1	Jerry Sonnenberg	Republican Party	"1,138"
Colorado	2014	P	Lincoln	State Senate - District 1	Jerry Sonnenberg	Republican Party	732
Colorado	2014	P	Logan	State Senate - District 1	Jerry Sonnenberg	Republican Party	"2,288"
Colorado	2014	P	Morgan	State Senate - District 1	Jerry Sonnenberg	Republican Party	"2,476"
Colorado	2014	P	Phillips	State Senate - District 1	Jerry Sonnenberg	Republican Party	615
Colorado	2014	P	Sedgwick	State Senate - District 1	Jerry Sonnenberg	Republican Party	508
Colorado	2014	P	Washington	State Senate - District 1	Jerry Sonnenberg	Republican Party	"1,265"
Colorado	2014	P	Weld	State Senate - District 1	Jerry Sonnenberg	Republican Party	"3,599"
Colorado	2014	P	Yuma	State Senate - District 1	Jerry Sonnenberg	Republican Party	"1,625"
Colorado	2014	P	El Paso	State Senate - District 11	Michael Merrifield	Democratic Party	"3,848"
Colorado	2014	P	El Paso	State Senate - District 11	Bernie Herpin	Republican Party	"5,397"
Colorado	2014	P	Weld	State Senate - District 13	Joe Perez	Democratic Party	"3,549"
Colorado	2014	P	Weld	State Senate - District 13	John Cooke	Republican Party	"9,713"
Colorado	2014	P	Larimer	State Senate - District 15	Kevin Lundberg	Republican Party	"14,407"
Colorado	2014	P	Boulder	State Senate - District 16	Jeanne Nicholson	Democratic Party	568
Colorado	2014	P	Denver	State Senate - District 16	Jeanne Nicholson	Democratic Party	"1,247"
Colorado	2014	P	Gilpin	State Senate - District 16	Jeanne Nicholson	Democratic Party	282
Colorado	2014	P	Jefferson	State Senate - District 16	Jeanne Nicholson	Democratic Party	"4,561"
Colorado	2014	P	Boulder	State Senate - District 16	Tim Neville	Republican Party	399
