office,district,party,county,candidate,votes,winner
Secretary of State,,Republican Party,PHILLIPS,Wayne Williams,942,
Secretary of State,,Republican Party,PITKIN,Wayne Williams,557,
Secretary of State,,Republican Party,PROWERS,Wayne Williams,1470,
Secretary of State,,Republican Party,PUEBLO,Wayne Williams,10086,
Secretary of State,,Republican Party,RIO BLANCO,Wayne Williams,1081,
Secretary of State,,Republican Party,RIO GRANDE,Wayne Williams,1469,
Secretary of State,,Republican Party,ROUTT,Wayne Williams,1511,
Secretary of State,,Republican Party,SAGUACHE,Wayne Williams,380,
Secretary of State,,Republican Party,SAN JUAN,Wayne Williams,38,
Secretary of State,,Republican Party,SAN MIGUEL,Wayne Williams,246,
Secretary of State,,Republican Party,SEDGWICK,Wayne Williams,405,
Secretary of State,,Republican Party,SUMMIT,Wayne Williams,1300,
Secretary of State,,Republican Party,TELLER,Wayne Williams,3723,
Secretary of State,,Republican Party,WASHINGTON,Wayne Williams,1236,
Secretary of State,,Republican Party,WELD,Wayne Williams,23064,
Secretary of State,,Republican Party,YUMA,Wayne Williams,2084,
State Treasurer,,Democratic Party,ADAMS,Dave Young,26855,
State Treasurer,,Democratic Party,ALAMOSA,Dave Young,1016,
State Treasurer,,Democratic Party,ARAPAHOE,Dave Young,40528,
State Treasurer,,Democratic Party,ARCHULETA,Dave Young,678,
State Treasurer,,Democratic Party,BACA,Dave Young,169,
State Treasurer,,Democratic Party,BENT,Dave Young,274,
State Treasurer,,Democratic Party,BOULDER,Dave Young,33982,
State Treasurer,,Democratic Party,BROOMFIELD,Dave Young,6087,
State Treasurer,,Democratic Party,CHAFFEE,Dave Young,1451,
State Treasurer,,Democratic Party,CHEYENNE,Dave Young,47,
State Treasurer,,Democratic Party,CLEAR CREEK,Dave Young,796,
State Treasurer,,Democratic Party,CONEJOS,Dave Young,682,
State Treasurer,,Democratic Party,COSTILLA,Dave Young,683,
State Treasurer,,Democratic Party,CROWLEY,Dave Young,165,
State Treasurer,,Democratic Party,CUSTER,Dave Young,255,
State Treasurer,,Democratic Party,DELTA,Dave Young,1385,
State Treasurer,,Democratic Party,DENVER,Dave Young,65602,
State Treasurer,,Democratic Party,DOLORES,Dave Young,82,
State Treasurer,,Democratic Party,DOUGLAS,Dave Young,16907,
State Treasurer,,Democratic Party,EAGLE,Dave Young,2786,
State Treasurer,,Democratic Party,EL PASO,Dave Young,28591,
State Treasurer,,Democratic Party,ELBERT,Dave Young,871,
State Treasurer,,Democratic Party,FREMONT,Dave Young,1812,
State Treasurer,,Democratic Party,GARFIELD,Dave Young,2889,
State Treasurer,,Democratic Party,GILPIN,Dave Young,507,
State Treasurer,,Democratic Party,GRAND,Dave Young,829,
State Treasurer,,Democratic Party,GUNNISON,Dave Young,1018,
State Treasurer,,Democratic Party,HINSDALE,Dave Young,35,
State Treasurer,,Democratic Party,HUERFANO,Dave Young,743,
State Treasurer,,Democratic Party,JACKSON,Dave Young,34,
State Treasurer,,Democratic Party,JEFFERSON,Dave Young,46434,
State Treasurer,,Democratic Party,KIOWA,Dave Young,56,
State Treasurer,,Democratic Party,KIT CARSON,Dave Young,167,
State Treasurer,,Democratic Party,LA PLATA,Dave Young,3343,
State Treasurer,,Democratic Party,LAKE,Dave Young,491,
State Treasurer,,Democratic Party,LARIMER,Dave Young,25216,
State Treasurer,,Democratic Party,LAS ANIMAS,Dave Young,1351,
State Treasurer,,Democratic Party,LINCOLN,Dave Young,126,
State Treasurer,,Democratic Party,LOGAN,Dave Young,690,
State Treasurer,,Democratic Party,MESA,Dave Young,6470,
State Treasurer,,Democratic Party,MINERAL,Dave Young,118,
State Treasurer,,Democratic Party,MOFFAT,Dave Young,273,
State Treasurer,,Democratic Party,MONTEZUMA,Dave Young,1154,
State Treasurer,,Democratic Party,MONTROSE,Dave Young,1576,
State Treasurer,,Democratic Party,MORGAN,Dave Young,879,
State Treasurer,,Democratic Party,OTERO,Dave Young,1096,
State Treasurer,,Democratic Party,OURAY,Dave Young,436,
State Treasurer,,Democratic Party,PARK,Dave Young,849,
State Treasurer,,Democratic Party,PHILLIPS,Dave Young,116,
State Treasurer,,Democratic Party,PITKIN,Dave Young,1400,
State Treasurer,,Democratic Party,PROWERS,Dave Young,418,
State Treasurer,,Democratic Party,PUEBLO,Dave Young,12678,
State Treasurer,,Democratic Party,RIO BLANCO,Dave Young,110,
State Treasurer,,Democratic Party,RIO GRANDE,Dave Young,625,
State Treasurer,,Democratic Party,ROUTT,Dave Young,1737,
State Treasurer,,Democratic Party,SAGUACHE,Dave Young,451,
State Treasurer,,Democratic Party,SAN JUAN,Dave Young,54,
State Treasurer,,Democratic Party,SAN MIGUEL,Dave Young,665,
State Treasurer,,Democratic Party,SEDGWICK,Dave Young,85,
State Treasurer,,Democratic Party,SUMMIT,Dave Young,2012,
State Treasurer,,Democratic Party,TELLER,Dave Young,1041,
State Treasurer,,Democratic Party,WASHINGTON,Dave Young,103,
State Treasurer,,Democratic Party,WELD,Dave Young,13046,
State Treasurer,,Democratic Party,YUMA,Dave Young,270,
State Treasurer,,Democratic Party,ADAMS,Bernard Douthit,10383,
State Treasurer,,Democratic Party,ALAMOSA,Bernard Douthit,330,
State Treasurer,,Democratic Party,ARAPAHOE,Bernard Douthit,19308,
State Treasurer,,Democratic Party,ARCHULETA,Bernard Douthit,303,
State Treasurer,,Democratic Party,BACA,Bernard Douthit,48,
State Treasurer,,Democratic Party,BENT,Bernard Douthit,85,
State Treasurer,,Democratic Party,BOULDER,Bernard Douthit,19792,
State Treasurer,,Democratic Party,BROOMFIELD,Bernard Douthit,2961,
State Treasurer,,Democratic Party,CHAFFEE,Bernard Douthit,724,
State Treasurer,,Democratic Party,CHEYENNE,Bernard Douthit,14,
State Treasurer,,Democratic Party,CLEAR CREEK,Bernard Douthit,451,
State Treasurer,,Democratic Party,CONEJOS,Bernard Douthit,210,
State Treasurer,,Democratic Party,COSTILLA,Bernard Douthit,218,
State Treasurer,,Democratic Party,CROWLEY,Bernard Douthit,54,
State Treasurer,,Democratic Party,CUSTER,Bernard Douthit,122,
State Treasurer,,Democratic Party,DELTA,Bernard Douthit,672,
State Treasurer,,Democratic Party,DENVER,Bernard Douthit,38129,
State Treasurer,,Democratic Party,DOLORES,Bernard Douthit,43,
State Treasurer,,Democratic Party,DOUGLAS,Bernard Douthit,7901,
State Treasurer,,Democratic Party,EAGLE,Bernard Douthit,1276,
State Treasurer,,Democratic Party,EL PASO,Bernard Douthit,13056,
State Treasurer,,Democratic Party,ELBERT,Bernard Douthit,381,
State Treasurer,,Democratic Party,FREMONT,Bernard Douthit,800,
State Treasurer,,Democratic Party,GARFIELD,Bernard Douthit,1319,
State Treasurer,,Democratic Party,GILPIN,Bernard Douthit,266,
State Treasurer,,Democratic Party,GRAND,Bernard Douthit,462,
State Treasurer,,Democratic Party,GUNNISON,Bernard Douthit,570,
State Treasurer,,Democratic Party,HINSDALE,Bernard Douthit,14,
State Treasurer,,Democratic Party,HUERFANO,Bernard Douthit,302,
State Treasurer,,Democratic Party,JACKSON,Bernard Douthit,22,
State Treasurer,,Democratic Party,JEFFERSON,Bernard Douthit,21376,
State Treasurer,,Democratic Party,KIOWA,Bernard Douthit,8,
State Treasurer,,Democratic Party,KIT CARSON,Bernard Douthit,59,
State Treasurer,,Democratic Party,LA PLATA,Bernard Douthit,1619,
State Treasurer,,Democratic Party,LAKE,Bernard Douthit,195,
State Treasurer,,Democratic Party,LARIMER,Bernard Douthit,12580,
State Treasurer,,Democratic Party,LAS ANIMAS,Bernard Douthit,467,
State Treasurer,,Democratic Party,LINCOLN,Bernard Douthit,53,
State Treasurer,,Democratic Party,LOGAN,Bernard Douthit,197,
State Treasurer,,Democratic Party,MESA,Bernard Douthit,2975,
State Treasurer,,Democratic Party,MINERAL,Bernard Douthit,72,
State Treasurer,,Democratic Party,MOFFAT,Bernard Douthit,82,
State Treasurer,,Democratic Party,MONTEZUMA,Bernard Douthit,566,
State Treasurer,,Democratic Party,MONTROSE,Bernard Douthit,794,
State Treasurer,,Democratic Party,MORGAN,Bernard Douthit,346,
State Treasurer,,Democratic Party,OTERO,Bernard Douthit,372,
State Treasurer,,Democratic Party,OURAY,Bernard Douthit,263,
State Treasurer,,Democratic Party,PARK,Bernard Douthit,422,
State Treasurer,,Democratic Party,PHILLIPS,Bernard Douthit,43,
State Treasurer,,Democratic Party,PITKIN,Bernard Douthit,649,
State Treasurer,,Democratic Party,PROWERS,Bernard Douthit,125,
State Treasurer,,Democratic Party,PUEBLO,Bernard Douthit,4554,
State Treasurer,,Democratic Party,RIO BLANCO,Bernard Douthit,34,
State Treasurer,,Democratic Party,RIO GRANDE,Bernard Douthit,216,
State Treasurer,,Democratic Party,ROUTT,Bernard Douthit,734,
State Treasurer,,Democratic Party,SAGUACHE,Bernard Douthit,229,
State Treasurer,,Democratic Party,SAN JUAN,Bernard Douthit,33,
State Treasurer,,Democratic Party,SAN MIGUEL,Bernard Douthit,356,
State Treasurer,,Democratic Party,SEDGWICK,Bernard Douthit,32,
State Treasurer,,Democratic Party,SUMMIT,Bernard Douthit,875,
State Treasurer,,Democratic Party,TELLER,Bernard Douthit,505,
State Treasurer,,Democratic Party,WASHINGTON,Bernard Douthit,27,
State Treasurer,,Democratic Party,WELD,Bernard Douthit,3954,
State Treasurer,,Democratic Party,YUMA,Bernard Douthit,88,
State Treasurer,,Republican Party,ADAMS,Justin Everett,9255,
State Treasurer,,Republican Party,ALAMOSA,Justin Everett,451,
State Treasurer,,Republican Party,ARAPAHOE,Justin Everett,15896,
State Treasurer,,Republican Party,ARCHULETA,Justin Everett,648,
State Treasurer,,Republican Party,BACA,Justin Everett,388,
State Treasurer,,Republican Party,BENT,Justin Everett,183,
State Treasurer,,Republican Party,BOULDER,Justin Everett,5636,
State Treasurer,,Republican Party,BROOMFIELD,Justin Everett,2186,
State Treasurer,,Republican Party,CHAFFEE,Justin Everett,880,
State Treasurer,,Republican Party,CHEYENNE,Justin Everett,188,
State Treasurer,,Republican Party,CLEAR CREEK,Justin Everett,354,
State Treasurer,,Republican Party,CONEJOS,Justin Everett,381,
State Treasurer,,Republican Party,COSTILLA,Justin Everett,57,
State Treasurer,,Republican Party,CROWLEY,Justin Everett,214,
State Treasurer,,Republican Party,CUSTER,Justin Everett,399,
State Treasurer,,Republican Party,DELTA,Justin Everett,1314,
State Treasurer,,Republican Party,DENVER,Justin Everett,8286,
State Treasurer,,Republican Party,DOLORES,Justin Everett,156,
State Treasurer,,Republican Party,DOUGLAS,Justin Everett,14341,
State Treasurer,,Republican Party,EAGLE,Justin Everett,805,
State Treasurer,,Republican Party,EL PASO,Justin Everett,27871,
State Treasurer,,Republican Party,ELBERT,Justin Everett,2319,
State Treasurer,,Republican Party,FREMONT,Justin Everett,2738,
State Treasurer,,Republican Party,GARFIELD,Justin Everett,1397,
State Treasurer,,Republican Party,GILPIN,Justin Everett,199,
State Treasurer,,Republican Party,GRAND,Justin Everett,568,
State Treasurer,,Republican Party,GUNNISON,Justin Everett,290,
State Treasurer,,Republican Party,HINSDALE,Justin Everett,80,
State Treasurer,,Republican Party,HUERFANO,Justin Everett,269,
State Treasurer,,Republican Party,JACKSON,Justin Everett,196,
State Treasurer,,Republican Party,JEFFERSON,Justin Everett,20943,
State Treasurer,,Republican Party,KIOWA,Justin Everett,119,
State Treasurer,,Republican Party,KIT CARSON,Justin Everett,432,
State Treasurer,,Republican Party,LA PLATA,Justin Everett,1350,
State Treasurer,,Republican Party,LAKE,Justin Everett,97,
State Treasurer,,Republican Party,LARIMER,Justin Everett,11519,
State Treasurer,,Republican Party,LAS ANIMAS,Justin Everett,447,
State Treasurer,,Republican Party,LINCOLN,Justin Everett,346,
State Treasurer,,Republican Party,LOGAN,Justin Everett,1254,
State Treasurer,,Republican Party,MESA,Justin Everett,6617,
State Treasurer,,Republican Party,MINERAL,Justin Everett,38,
State Treasurer,,Republican Party,MOFFAT,Justin Everett,796,
State Treasurer,,Republican Party,MONTEZUMA,Justin Everett,982,
State Treasurer,,Republican Party,MONTROSE,Justin Everett,1918,
State Treasurer,,Republican Party,MORGAN,Justin Everett,986,
State Treasurer,,Republican Party,OTERO,Justin Everett,822,
State Treasurer,,Republican Party,OURAY,Justin Everett,185,
State Treasurer,,Republican Party,PARK,Justin Everett,1175,
State Treasurer,,Republican Party,PHILLIPS,Justin Everett,343,
State Treasurer,,Republican Party,PITKIN,Justin Everett,219,
State Treasurer,,Republican Party,PROWERS,Justin Everett,635,
State Treasurer,,Republican Party,PUEBLO,Justin Everett,3787,
State Treasurer,,Republican Party,RIO BLANCO,Justin Everett,400,
State Treasurer,,Republican Party,RIO GRANDE,Justin Everett,469,
State Treasurer,,Republican Party,ROUTT,Justin Everett,569,
State Treasurer,,Republican Party,SAGUACHE,Justin Everett,159,
State Treasurer,,Republican Party,SAN JUAN,Justin Everett,15,
State Treasurer,,Republican Party,SAN MIGUEL,Justin Everett,103,
State Treasurer,,Republican Party,SEDGWICK,Justin Everett,159,
State Treasurer,,Republican Party,SUMMIT,Justin Everett,505,
State Treasurer,,Republican Party,TELLER,Justin Everett,1314,
State Treasurer,,Republican Party,WASHINGTON,Justin Everett,472,
State Treasurer,,Republican Party,WELD,Justin Everett,9103,
State Treasurer,,Republican Party,YUMA,Justin Everett,822,
State Treasurer,,Republican Party,ADAMS,Polly Lawrence,6353,
State Treasurer,,Republican Party,ALAMOSA,Polly Lawrence,357,
State Treasurer,,Republican Party,ARAPAHOE,Polly Lawrence,11911,
State Treasurer,,Republican Party,ARCHULETA,Polly Lawrence,382,
State Treasurer,,Republican Party,BACA,Polly Lawrence,208,
State Treasurer,,Republican Party,BENT,Polly Lawrence,111,
State Treasurer,,Republican Party,BOULDER,Polly Lawrence,3691,
State Treasurer,,Republican Party,BROOMFIELD,Polly Lawrence,1321,
State Treasurer,,Republican Party,CHAFFEE,Polly Lawrence,552,
State Treasurer,,Republican Party,CHEYENNE,Polly Lawrence,136,
State Treasurer,,Republican Party,CLEAR CREEK,Polly Lawrence,238,
State Treasurer,,Republican Party,CONEJOS,Polly Lawrence,187,
State Treasurer,,Republican Party,COSTILLA,Polly Lawrence,33,
State Treasurer,,Republican Party,CROWLEY,Polly Lawrence,122,
State Treasurer,,Republican Party,CUSTER,Polly Lawrence,265,
State Treasurer,,Republican Party,DELTA,Polly Lawrence,1058,
State Treasurer,,Republican Party,DENVER,Polly Lawrence,5878,
State Treasurer,,Republican Party,DOLORES,Polly Lawrence,117,
State Treasurer,,Republican Party,DOUGLAS,Polly Lawrence,10327,
State Treasurer,,Republican Party,EAGLE,Polly Lawrence,576,
State Treasurer,,Republican Party,EL PASO,Polly Lawrence,20559,
State Treasurer,,Republican Party,ELBERT,Polly Lawrence,1317,
State Treasurer,,Republican Party,FREMONT,Polly Lawrence,1735,
State Treasurer,,Republican Party,GARFIELD,Polly Lawrence,1110,
State Treasurer,,Republican Party,GILPIN,Polly Lawrence,105,
State Treasurer,,Republican Party,GRAND,Polly Lawrence,407,
State Treasurer,,Republican Party,GUNNISON,Polly Lawrence,283,
State Treasurer,,Republican Party,HINSDALE,Polly Lawrence,60,
State Treasurer,,Republican Party,HUERFANO,Polly Lawrence,164,
State Treasurer,,Republican Party,JACKSON,Polly Lawrence,78,
State Treasurer,,Republican Party,JEFFERSON,Polly Lawrence,12168,
State Treasurer,,Republican Party,KIOWA,Polly Lawrence,79,
State Treasurer,,Republican Party,KIT CARSON,Polly Lawrence,238,
State Treasurer,,Republican Party,LA PLATA,Polly Lawrence,849,
State Treasurer,,Republican Party,LAKE,Polly Lawrence,68,
State Treasurer,,Republican Party,LARIMER,Polly Lawrence,6618,
State Treasurer,,Republican Party,LAS ANIMAS,Polly Lawrence,281,
State Treasurer,,Republican Party,LINCOLN,Polly Lawrence,172,
State Treasurer,,Republican Party,LOGAN,Polly Lawrence,908,
State Treasurer,,Republican Party,MESA,Polly Lawrence,5354,
State Treasurer,,Republican Party,MINERAL,Polly Lawrence,35,
State Treasurer,,Republican Party,MOFFAT,Polly Lawrence,638,
State Treasurer,,Republican Party,MONTEZUMA,Polly Lawrence,683,
State Treasurer,,Republican Party,MONTROSE,Polly Lawrence,1724,
State Treasurer,,Republican Party,MORGAN,Polly Lawrence,706,
State Treasurer,,Republican Party,OTERO,Polly Lawrence,487,
State Treasurer,,Republican Party,OURAY,Polly Lawrence,131,
State Treasurer,,Republican Party,PARK,Polly Lawrence,840,
State Treasurer,,Republican Party,PHILLIPS,Polly Lawrence,199,
State Treasurer,,Republican Party,PITKIN,Polly Lawrence,183,
State Treasurer,,Republican Party,PROWERS,Polly Lawrence,352,
State Treasurer,,Republican Party,PUEBLO,Polly Lawrence,2348,
State Treasurer,,Republican Party,RIO BLANCO,Polly Lawrence,217,
State Treasurer,,Republican Party,RIO GRANDE,Polly Lawrence,368,
State Treasurer,,Republican Party,ROUTT,Polly Lawrence,396,
State Treasurer,,Republican Party,SAGUACHE,Polly Lawrence,95,
State Treasurer,,Republican Party,SAN JUAN,Polly Lawrence,16,
State Treasurer,,Republican Party,SAN MIGUEL,Polly Lawrence,69,
State Treasurer,,Republican Party,SEDGWICK,Polly Lawrence,95,
State Treasurer,,Republican Party,SUMMIT,Polly Lawrence,396,
State Treasurer,,Republican Party,TELLER,Polly Lawrence,1329,
State Treasurer,,Republican Party,WASHINGTON,Polly Lawrence,280,
State Treasurer,,Republican Party,WELD,Polly Lawrence,5212,
State Treasurer,,Republican Party,YUMA,Polly Lawrence,498,
State Treasurer,,Republican Party,ADAMS,Brian Watson,9242,
State Treasurer,,Republican Party,ALAMOSA,Brian Watson,520,
State Treasurer,,Republican Party,ARAPAHOE,Brian Watson,16509,
State Treasurer,,Republican Party,ARCHULETA,Brian Watson,651,
State Treasurer,,Republican Party,BACA,Brian Watson,343,
State Treasurer,,Republican Party,BENT,Brian Watson,226,
State Treasurer,,Republican Party,BOULDER,Brian Watson,5330,
State Treasurer,,Republican Party,BROOMFIELD,Brian Watson,2173,
State Treasurer,,Republican Party,CHAFFEE,Brian Watson,791,
State Treasurer,,Republican Party,CHEYENNE,Brian Watson,183,
State Treasurer,,Republican Party,CLEAR CREEK,Brian Watson,288,
State Treasurer,,Republican Party,CONEJOS,Brian Watson,407,
State Treasurer,,Republican Party,COSTILLA,Brian Watson,73,
State Treasurer,,Republican Party,CROWLEY,Brian Watson,218,
State Treasurer,,Republican Party,CUSTER,Brian Watson,525,
State Treasurer,,Republican Party,DELTA,Brian Watson,2104,
State Treasurer,,Republican Party,DENVER,Brian Watson,7830,
State Treasurer,,Republican Party,DOLORES,Brian Watson,211,
State Treasurer,,Republican Party,DOUGLAS,Brian Watson,12022,
State Treasurer,,Republican Party,EAGLE,Brian Watson,831,
State Treasurer,,Republican Party,EL PASO,Brian Watson,30459,
State Treasurer,,Republican Party,ELBERT,Brian Watson,1898,
State Treasurer,,Republican Party,FREMONT,Brian Watson,2741,
State Treasurer,,Republican Party,GARFIELD,Brian Watson,1571,
State Treasurer,,Republican Party,GILPIN,Brian Watson,219,
State Treasurer,,Republican Party,GRAND,Brian Watson,633,
State Treasurer,,Republican Party,GUNNISON,Brian Watson,400,
State Treasurer,,Republican Party,HINSDALE,Brian Watson,71,
State Treasurer,,Republican Party,HUERFANO,Brian Watson,246,
State Treasurer,,Republican Party,JACKSON,Brian Watson,137,
State Treasurer,,Republican Party,JEFFERSON,Brian Watson,19275,
State Treasurer,,Republican Party,KIOWA,Brian Watson,127,
State Treasurer,,Republican Party,KIT CARSON,Brian Watson,525,
State Treasurer,,Republican Party,LA PLATA,Brian Watson,1399,
State Treasurer,,Republican Party,LAKE,Brian Watson,106,
State Treasurer,,Republican Party,LARIMER,Brian Watson,11506,
State Treasurer,,Republican Party,LAS ANIMAS,Brian Watson,431,
State Treasurer,,Republican Party,LINCOLN,Brian Watson,361,
State Treasurer,,Republican Party,LOGAN,Brian Watson,1588,
State Treasurer,,Republican Party,MESA,Brian Watson,7841,
State Treasurer,,Republican Party,MINERAL,Brian Watson,59,
State Treasurer,,Republican Party,MOFFAT,Brian Watson,879,
State Treasurer,,Republican Party,MONTEZUMA,Brian Watson,1096,
State Treasurer,,Republican Party,MONTROSE,Brian Watson,2946,
State Treasurer,,Republican Party,MORGAN,Brian Watson,1456,
State Treasurer,,Republican Party,OTERO,Brian Watson,941,
State Treasurer,,Republican Party,OURAY,Brian Watson,266,
State Treasurer,,Republican Party,PARK,Brian Watson,1083,
State Treasurer,,Republican Party,PHILLIPS,Brian Watson,387,
State Treasurer,,Republican Party,PITKIN,Brian Watson,175,
State Treasurer,,Republican Party,PROWERS,Brian Watson,603,
State Treasurer,,Republican Party,PUEBLO,Brian Watson,4783,
State Treasurer,,Republican Party,RIO BLANCO,Brian Watson,554,
State Treasurer,,Republican Party,RIO GRANDE,Brian Watson,682,
State Treasurer,,Republican Party,ROUTT,Brian Watson,612,
State Treasurer,,Republican Party,SAGUACHE,Brian Watson,164,
State Treasurer,,Republican Party,SAN JUAN,Brian Watson,18,
State Treasurer,,Republican Party,SAN MIGUEL,Brian Watson,96,
State Treasurer,,Republican Party,SEDGWICK,Brian Watson,185,
State Treasurer,,Republican Party,SUMMIT,Brian Watson,484,
State Treasurer,,Republican Party,TELLER,Brian Watson,1488,
State Treasurer,,Republican Party,WASHINGTON,Brian Watson,504,
State Treasurer,,Republican Party,WELD,Brian Watson,9542,
State Treasurer,,Republican Party,YUMA,Brian Watson,809,
Attorney General,,Democratic Party,ADAMS,Phil Weiser,16288,
Attorney General,,Democratic Party,ALAMOSA,Phil Weiser,652,
Attorney General,,Democratic Party,ARAPAHOE,Phil Weiser,35171,
Attorney General,,Democratic Party,ARCHULETA,Phil Weiser,529,
Attorney General,,Democratic Party,BACA,Phil Weiser,103,
Attorney General,,Democratic Party,BENT,Phil Weiser,162,
Attorney General,,Democratic Party,BOULDER,Phil Weiser,33484,
Attorney General,,Democratic Party,BROOMFIELD,Phil Weiser,5079,
Attorney General,,Democratic Party,CHAFFEE,Phil Weiser,1205,
Attorney General,,Democratic Party,CHEYENNE,Phil Weiser,37,
Attorney General,,Democratic Party,CLEAR CREEK,Phil Weiser,716,
Attorney General,,Democratic Party,CONEJOS,Phil Weiser,371,
Attorney General,,Democratic Party,COSTILLA,Phil Weiser,345,
Attorney General,,Democratic Party,CROWLEY,Phil Weiser,100,
Attorney General,,Democratic Party,CUSTER,Phil Weiser,190,
Attorney General,,Democratic Party,DELTA,Phil Weiser,959,
Attorney General,,Democratic Party,DENVER,Phil Weiser,59539,
Attorney General,,Democratic Party,DOLORES,Phil Weiser,68,
Attorney General,,Democratic Party,DOUGLAS,Phil Weiser,15877,
Attorney General,,Democratic Party,EAGLE,Phil Weiser,2895,
Attorney General,,Democratic Party,EL PASO,Phil Weiser,21306,
Attorney General,,Democratic Party,ELBERT,Phil Weiser,715,
Attorney General,,Democratic Party,FREMONT,Phil Weiser,1277,
Attorney General,,Democratic Party,GARFIELD,Phil Weiser,2626,
Attorney General,,Democratic Party,GILPIN,Phil Weiser,440,
Attorney General,,Democratic Party,GRAND,Phil Weiser,797,
Attorney General,,Democratic Party,GUNNISON,Phil Weiser,821,
Attorney General,,Democratic Party,HINSDALE,Phil Weiser,30,
Attorney General,,Democratic Party,HUERFANO,Phil Weiser,558,
Attorney General,,Democratic Party,JACKSON,Phil Weiser,24,
Attorney General,,Democratic Party,JEFFERSON,Phil Weiser,40250,
Attorney General,,Democratic Party,KIOWA,Phil Weiser,41,
Attorney General,,Democratic Party,KIT CARSON,Phil Weiser,97,
Attorney General,,Democratic Party,LA PLATA,Phil Weiser,3177,
Attorney General,,Democratic Party,LAKE,Phil Weiser,339,
Attorney General,,Democratic Party,LARIMER,Phil Weiser,21432,
Attorney General,,Democratic Party,LAS ANIMAS,Phil Weiser,856,
Attorney General,,Democratic Party,LINCOLN,Phil Weiser,101,
Attorney General,,Democratic Party,LOGAN,Phil Weiser,455,
Attorney General,,Democratic Party,MESA,Phil Weiser,4641,
Attorney General,,Democratic Party,MINERAL,Phil Weiser,132,
Attorney General,,Democratic Party,MOFFAT,Phil Weiser,174,
Attorney General,,Democratic Party,MONTEZUMA,Phil Weiser,807,
Attorney General,,Democratic Party,MONTROSE,Phil Weiser,1152,
Attorney General,,Democratic Party,MORGAN,Phil Weiser,551,
Attorney General,,Democratic Party,OTERO,Phil Weiser,463,
Attorney General,,Democratic Party,OURAY,Phil Weiser,370,
Attorney General,,Democratic Party,PARK,Phil Weiser,728,
Attorney General,,Democratic Party,PHILLIPS,Phil Weiser,83,
Attorney General,,Democratic Party,PITKIN,Phil Weiser,1466,
Attorney General,,Democratic Party,PROWERS,Phil Weiser,264,
Attorney General,,Democratic Party,PUEBLO,Phil Weiser,7334,
Attorney General,,Democratic Party,RIO BLANCO,Phil Weiser,75,
Attorney General,,Democratic Party,RIO GRANDE,Phil Weiser,338,
Attorney General,,Democratic Party,ROUTT,Phil Weiser,1629,
Attorney General,,Democratic Party,SAGUACHE,Phil Weiser,283,
Attorney General,,Democratic Party,SAN JUAN,Phil Weiser,56,
Attorney General,,Democratic Party,SAN MIGUEL,Phil Weiser,638,
Attorney General,,Democratic Party,SEDGWICK,Phil Weiser,61,
Attorney General,,Democratic Party,SUMMIT,Phil Weiser,1837,
Attorney General,,Democratic Party,TELLER,Phil Weiser,860,
Attorney General,,Democratic Party,WASHINGTON,Phil Weiser,69,
Attorney General,,Democratic Party,WELD,Phil Weiser,8061,
Attorney General,,Democratic Party,YUMA,Phil Weiser,170,
Attorney General,,Democratic Party,ADAMS,Joe Salazar,23556,
Attorney General,,Democratic Party,ALAMOSA,Joe Salazar,884,
Attorney General,,Democratic Party,ARAPAHOE,Joe Salazar,30369,
Attorney General,,Democratic Party,ARCHULETA,Joe Salazar,546,
Attorney General,,Democratic Party,BACA,Joe Salazar,142,
Attorney General,,Democratic Party,BENT,Joe Salazar,246,
Attorney General,,Democratic Party,BOULDER,Joe Salazar,28762,
Attorney General,,Democratic Party,BROOMFIELD,Joe Salazar,4787,
Attorney General,,Democratic Party,CHAFFEE,Joe Salazar,1424,
Attorney General,,Democratic Party,CHEYENNE,Joe Salazar,43,
Attorney General,,Democratic Party,CLEAR CREEK,Joe Salazar,690,
Attorney General,,Democratic Party,CONEJOS,Joe Salazar,681,
Attorney General,,Democratic Party,COSTILLA,Joe Salazar,793,
Attorney General,,Democratic Party,CROWLEY,Joe Salazar,132,
Attorney General,,Democratic Party,CUSTER,Joe Salazar,231,
Attorney General,,Democratic Party,DELTA,Joe Salazar,1292,
Attorney General,,Democratic Party,DENVER,Joe Salazar,55421,
Attorney General,,Democratic Party,DOLORES,Joe Salazar,74,
Attorney General,,Democratic Party,DOUGLAS,Joe Salazar,11547,
Attorney General,,Democratic Party,EAGLE,Joe Salazar,2161,
Attorney General,,Democratic Party,EL PASO,Joe Salazar,23732,
Attorney General,,Democratic Party,ELBERT,Joe Salazar,679,
Attorney General,,Democratic Party,FREMONT,Joe Salazar,1574,
Attorney General,,Democratic Party,GARFIELD,Joe Salazar,2357,
Attorney General,,Democratic Party,GILPIN,Joe Salazar,438,
Attorney General,,Democratic Party,GRAND,Joe Salazar,673,
Attorney General,,Democratic Party,GUNNISON,Joe Salazar,1075,
Attorney General,,Democratic Party,HINSDALE,Joe Salazar,30,
Attorney General,,Democratic Party,HUERFANO,Joe Salazar,639,
Attorney General,,Democratic Party,JACKSON,Joe Salazar,37,
Attorney General,,Democratic Party,JEFFERSON,Joe Salazar,35574,
Attorney General,,Democratic Party,KIOWA,Joe Salazar,29,
Attorney General,,Democratic Party,KIT CARSON,Joe Salazar,156,
Attorney General,,Democratic Party,LA PLATA,Joe Salazar,2805,
Attorney General,,Democratic Party,LAKE,Joe Salazar,488,
